City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,burang,30.25,81.1667,50.7,84,100,5.59,CN,1722997235
363,bhimunipatnam,17.8833,83.4333,78.55,86,100,4.68,IN,1722997236
364,novaya tavolzhanka,50.3512,36.8298,63.82,64,41,3.42,RU,1722997237
365,vila velha,-20.3297,-40.2925,71.94,88,20,5.75,BR,1722997204
366,tres arroyos,-38.3739,-60.2798,48.31,96,100,17.69,AR,1722997123
367,vung tau,10.346,107.0843,81.19,79,52,9.93,VN,1722997241
368,ghat,24.9647,10.1728,86.49,15,2,6.76,LY,1722997242
369,novaya igirma,57.1334,103.9112,70.81,52,100,2.1,RU,1722997243
370,lata,40.1629,-8.3327,65.07,98,60,2.93,PT,1722997244
371,muisne,0.6,-80.0333,75.79,86,86,8.68,EC,1722997245
372,tanhuato de guerrero,20.2833,-102.3333,65.89,90,100,3.71,MX,1722997246
373,aldan,58.6031,125.3894,58.96,83,100,4.38,RU,1722997247
374,zapala,-38.8992,-70.0544,34.52,57,34,8.34,AR,1722997249
375,yemetsk,63.4721,41.7941,49.01,75,0,4.72,RU,1722997153
376,lagos,6.5833,3.75,77.32,83,97,6.58,NG,1722997252
377,xuddur,4.1213,43.8894,72.5,80,71,19.91,SO,1722997253
378,tambopata,-12.7333,-69.1833,75.52,71,13,1.92,PE,1722997254
379,kotlas,61.2611,46.6556,52.59,95,70,5.03,RU,1722997255
380,la passe,45.5549,-0.8967,68.23,84,100,10.04,FR,1722997256
381,gorgan,36.8387,54.4348,78.76,89,40,0.0,IR,1722997258
382,taltal,-25.4,-70.4833,56.17,81,0,1.68,CL,1722997259
383,raton,36.9034,-104.4391,79.14,29,0,9.22,US,1722997260
384,daru,-9.0763,143.2092,78.12,80,95,14.25,PG,1722997261
385,abadan,30.3392,48.3043,85.95,37,0,4.61,IR,1722997262
386,ad dawadimi,24.5077,44.3924,79.95,42,100,5.97,SA,1722997263
387,remire-montjoly,4.9167,-52.2667,77.04,100,0,3.44,GF,1722997264
388,aasiaat,68.7098,-52.8699,38.48,95,97,6.93,GL,1722997265
389,grahamstown,-33.3042,26.5328,43.92,78,0,4.38,ZA,1722997266
390,aroma,15.8167,36.1333,76.1,79,100,9.48,SD,1722997268
391,waddan,29.1614,16.139,85.78,27,4,13.44,LY,1722997269
392,ulety,51.3572,112.4849,74.12,43,53,2.48,RU,1722997270
393,mineral wells,32.8085,-98.1128,92.77,48,0,11.25,US,1722997239
394,oeiras,-7.0253,-42.1311,72.03,49,100,4.79,BR,1722997272
395,parintins,-2.6283,-56.7358,79.65,48,95,2.8,BR,1722997273
396,marsala,37.7966,12.4352,80.92,79,0,2.59,IT,1722997274
397,bandarbeyla,9.4942,50.8122,77.43,77,9,26.4,SO,1722997275
398,broken hill,-31.95,141.4333,56.84,47,65,4.61,AU,1722997276
399,sake,-1.5736,29.045,62.44,72,20,0.38,CD,1722997278
400,timmins,48.4669,-81.3331,58.82,58,20,5.75,CA,1722997169
401,kolonia town,6.964,158.206,80.71,100,100,10.36,FM,1722997280
402,balkanabat,39.5108,54.3671,82.78,57,52,12.86,TM,1722997281
403,akureyri,65.6835,-18.0878,46.33,100,100,5.75,IS,1722997282
404,labuan bajo,-8.4964,119.8877,82.89,64,7,2.91,ID,1722997283
405,borogontsy,62.6683,131.1683,66.74,51,65,8.48,RU,1722997284
406,fengcheng,40.4536,124.0717,81.68,80,55,3.2,CN,1722997285
407,el granada,37.5027,-122.4694,83.43,65,20,24.16,US,1722997287
408,pascagoula,30.3658,-88.5561,86.05,89,0,0.0,US,1722997123
409,'ain benian,36.8028,2.9219,75.25,58,1,8.12,DZ,1722997289
410,katabu,-4.9333,122.5167,85.73,54,14,9.8,ID,1722997290
411,priargunsk,50.3691,119.1012,71.82,58,4,6.62,RU,1722997291
412,fortuna,40.5982,-124.1573,61.36,79,0,10.36,US,1722997292
413,iwon-up,40.3231,128.6553,82.06,73,79,4.54,KP,1722997293
414,polyarnyy,69.1989,33.4478,52.84,59,48,9.08,RU,1722997294
415,heihe,50.2441,127.4902,82.98,60,0,9.19,CN,1722997295
416,peterhead,57.5058,-1.7981,55.8,84,2,18.88,GB,1722997297
417,novyy urgal,51.0736,132.5642,80.35,50,9,2.46,RU,1722997298
418,yurga,55.7231,84.8861,66.04,79,31,7.07,RU,1722997299
419,geraldton,-28.7667,114.6,68.41,73,40,17.27,AU,1722997300
420,talara,-4.5772,-81.2719,66.96,88,0,21.85,PE,1722997301
421,geneseo,42.7959,-77.8169,63.82,84,100,5.48,US,1722997302
422,agat village,13.3886,144.6585,89.71,78,20,8.05,GU,1722997303
423,berdigestyakh,62.0989,126.6992,65.53,46,1,10.36,RU,1722997304
424,kisiwani,-4.1333,37.95,64.27,73,4,1.59,TZ,1722997305
425,wulingyuan,29.3494,110.5441,85.28,61,94,3.71,CN,1722997307
426,hobyo,5.3505,48.5268,76.53,86,100,21.45,SO,1722997308
427,tazacorte,28.629,-17.9293,74.37,88,100,14.97,ES,1722997309
428,palikir - national government center,6.9248,158.1611,79.65,100,100,10.36,FM,1722997310
429,cururupu,-1.8283,-44.8683,73.0,91,100,1.74,BR,1722997311
430,kapa'a,22.0752,-159.319,84.52,65,0,14.97,US,1722997268
431,vredendal,-31.6683,18.5012,51.66,48,60,2.73,ZA,1722997313
432,rousinov,49.2013,16.8822,57.18,84,0,2.3,CZ,1722997314
433,lazaro cardenas,17.9583,-102.2,83.37,73,100,3.58,MX,1722997315
434,hugo,45.16,-92.9933,68.14,77,0,2.24,US,1722997317
435,saipan,15.1355,145.701,84.9,84,75,8.05,MP,1722997318
436,santa vitoria,-18.8386,-50.1214,72.61,43,4,6.31,BR,1722997319
437,sao gabriel da cachoeira,-0.1303,-67.0892,75.9,70,0,1.05,BR,1722997320
438,maxixe,-23.8597,35.3472,63.77,84,12,4.81,MZ,1722997321
439,independence,39.0911,-94.4155,71.17,73,20,11.5,US,1722997200
440,eyl,7.9803,49.8164,78.15,73,8,21.74,SO,1722997323
441,monrovia,6.3005,-10.7969,76.77,85,100,10.07,LR,1722997324
442,greymouth,-42.4667,171.2,51.91,74,100,5.77,NZ,1722997325
443,karratha,-20.7377,116.8463,75.54,28,0,6.11,AU,1722997327
444,colonia,50.9333,6.95,67.95,83,0,3.44,DE,1722997107
445,harnosand,62.6323,17.9379,55.4,84,0,5.1,SE,1722997329
446,karwar,14.8,74.1333,77.59,87,100,1.79,IN,1722997330
447,fuqing,25.725,119.3794,91.17,59,62,3.04,CN,1722997331
448,guercif,34.2257,-3.3536,81.91,40,99,4.41,MA,1722997332
449,dazhou,31.2159,107.5009,84.38,77,59,3.47,CN,1722997333
450,galliano,29.4422,-90.2992,86.0,72,42,11.36,US,1722997334
451,tromso,69.6496,18.957,53.62,87,3,0.0,NO,1722997335
452,nuuk,64.1835,-51.7216,47.01,93,100,1.14,GL,1722997337
453,pimentel,-6.8367,-79.9342,62.44,86,14,16.87,PE,1722997338
454,sola,-13.8833,167.55,76.39,68,100,24.63,VU,1722997339
455,kalmunai,7.4167,81.8167,82.42,74,100,3.6,LK,1722997340
456,san pablo huitzo,17.25,-96.8667,71.74,93,100,4.88,MX,1722997341
457,port macquarie,-31.4333,152.9167,68.07,45,93,3.0,AU,1722997342
458,port hedland,-20.3167,118.5667,75.25,33,0,6.91,AU,1722997343
459,ulundi,-28.3352,31.4162,53.69,60,0,3.83,ZA,1722997345
460,bol,13.4586,14.7147,78.58,85,100,13.31,TD,1722997347
461,ryotsu-minato,38.0833,138.4333,77.97,83,99,3.42,JP,1722997348
462,atherton,53.5237,-2.4935,58.55,85,0,6.42,GB,1722997349
463,fort mcmurray,56.7268,-111.381,69.39,52,100,8.05,CA,1722997350
464,vidor,30.1316,-94.0155,86.02,73,64,7.2,US,1722997351
465,sorso,40.8,8.5772,64.89,73,0,2.53,IT,1722997352
466,machilipatnam,16.1667,81.1333,77.0,88,100,11.59,IN,1722997353
467,marsh harbour,26.5412,-77.0636,83.07,80,100,15.17,BS,1722997354
468,zag,46.9441,99.165,66.07,27,57,2.57,MN,1722997356
469,nandu,22.8525,110.8233,89.24,58,2,5.44,CN,1722997357
470,arteche,12.2645,125.4048,87.76,64,99,5.53,PH,1722997358
471,mapastepec,15.4333,-92.9,78.35,94,97,2.93,MX,1722997359
472,isaka,-3.9,32.9333,63.46,35,53,4.14,TZ,1722997360
473,cadale,2.7603,46.3222,76.44,88,36,12.55,SO,1722997361
474,dakhla,23.6848,-15.958,66.85,95,34,21.21,EH,1722997362
475,darwin,-12.4611,130.8418,87.78,40,0,15.01,AU,1722997363
476,bokajan,26.0167,93.7833,81.63,82,58,4.54,IN,1722997364
477,kegeyli shahar,42.7767,59.6078,78.89,21,2,6.64,UZ,1722997366
478,marte,12.3611,13.8246,73.72,91,100,9.4,NG,1722997367
479,bowie,33.4501,-94.4335,87.1,73,0,5.19,US,1722997368
480,san luis,-33.295,-66.3356,41.41,67,8,9.13,AR,1722997200
481,ust-tsilma,65.441,52.1498,49.26,71,15,4.18,RU,1722997370
482,korla,41.7597,86.1469,77.14,40,100,10.92,CN,1722997371
483,pratt,37.6439,-98.7376,86.61,47,0,8.05,US,1722997372
484,puerto la cruz,10.2167,-64.6167,79.07,84,97,7.07,VE,1722997373
485,saulgau,48.0167,9.5,64.53,89,2,1.66,DE,1722997374
486,santana,-0.0583,-51.1817,84.38,79,75,8.05,BR,1722997376
487,ain sukhna,29.6002,32.3167,79.43,68,0,7.85,EG,1722997377
488,karasu,41.071,30.7854,69.51,68,0,2.1,TR,1722997378
489,villanueva,15.3167,-88.0,83.39,84,20,8.05,HN,1722997380
490,malappuram,11.0667,76.0667,75.36,94,40,2.3,IN,1722997381
491,queenstown,-31.8976,26.8753,45.66,21,0,5.53,ZA,1722997382
492,al ain city,24.1917,55.7606,87.42,66,0,8.05,AE,1722997383
493,gemena,3.25,19.7667,70.88,84,100,2.35,CD,1722997384
494,nazarovo,56.0064,90.3914,57.99,98,100,5.64,RU,1722997386
495,olinda,-8.0089,-34.8553,73.13,88,20,5.75,BR,1722997387
496,newton,42.337,-71.2092,66.34,89,100,5.75,US,1722997388
497,bamboo flat,11.7,92.7167,78.89,94,75,2.3,IN,1722997389
498,zhongshan,21.3226,110.5829,87.91,62,0,2.39,CN,1722997390
499,kapuskasing,49.4169,-82.4331,57.29,67,20,2.3,CA,1722997216
500,kerikeri,-35.2268,173.9474,55.67,63,93,4.52,NZ,1722997392
501,chegdomyn,51.1167,133.0167,79.59,47,0,4.56,RU,1722997394
502,les avirons,-21.2418,55.3394,62.69,59,20,9.22,RE,1722997395
503,mirny,62.5353,113.9611,62.62,49,85,5.03,RU,1722997396
504,mandimba,-14.3548,35.6515,58.51,78,4,2.93,MZ,1722997397
505,tolanaro,-25.0319,46.9987,69.87,88,75,13.8,MG,1722997398
506,portland,45.5234,-122.6762,78.78,52,20,10.36,US,1722997140
507,princeville,45.7668,-61.2985,62.78,83,40,3.44,CA,1722997401
508,baxter,46.3433,-94.2867,67.82,77,0,0.0,US,1722997402
509,saint-pierre,-21.3393,55.4781,65.88,59,20,9.22,RE,1722997403
510,xining,36.6167,101.7667,63.1,68,100,3.67,CN,1722997404
511,labytnangi,66.6572,66.4183,50.92,59,3,1.88,RU,1722997258
512,antalaha,-14.9003,50.2788,65.75,86,9,6.98,MG,1722997406
513,bhandaria,22.4861,90.0609,84.34,76,98,8.93,BD,1722997407
514,santa gertrudes,-22.4567,-47.5303,66.54,47,2,4.34,BR,1722997408
515,tubarjal,30.4999,38.216,77.29,46,0,8.61,SA,1722997409
516,hettstedt,51.65,11.5,62.46,70,84,2.66,DE,1722997418
517,deniliquin,-35.5333,144.9667,59.07,54,12,6.35,AU,1722997419
518,traverse city,44.7631,-85.6206,66.4,68,0,3.0,US,1722997420
519,yarmouth,41.7057,-70.2286,67.08,94,100,5.01,US,1722997309
520,la'ie,21.6477,-157.9253,87.76,71,4,7.0,US,1722997347
521,bhum,18.4667,75.6667,73.78,86,100,10.76,IN,1722997423
522,weno,7.4515,151.8468,87.75,84,100,3.44,FM,1722997424
523,siraha,26.6541,86.2087,77.34,93,100,8.5,NP,1722997425
524,turbat,26.0023,63.044,82.2,80,97,6.91,PK,1722997426
525,mossel bay,-34.1831,22.146,48.13,77,0,4.09,ZA,1722997429
526,espanola,35.9911,-106.0806,85.98,55,99,14.7,US,1722997256
527,maymana,35.9214,64.7836,80.6,19,0,2.71,AF,1722997431
528,black point,-34.6187,137.8972,59.23,59,4,12.84,AU,1722997432
529,merrill,45.1805,-89.6835,64.17,90,0,4.32,US,1722997433
530,mariinsk,56.2139,87.7472,60.1,97,100,7.67,RU,1722997365
531,khanty-mansiysk,61.0042,69.0019,55.51,58,40,6.71,RU,1722997400
532,alexandria,31.2156,29.9553,77.54,72,0,7.85,EG,1722997419
533,karungdong,5.8844,121.263,85.03,74,100,9.51,PH,1722997438
534,paulden,34.8856,-112.4682,80.78,57,100,8.01,US,1722997439
535,sault ste. marie,46.5168,-84.3333,64.69,72,0,10.36,CA,1722997440
536,maragogi,-9.0122,-35.2225,73.45,82,20,8.79,BR,1722997441
537,gurupi,-11.7292,-49.0686,75.16,39,0,4.7,BR,1722997318
538,campo verde,-20.4167,-54.0667,71.11,36,5,5.5,BR,1722997290
539,nicoya,10.1483,-85.452,74.7,97,100,1.57,CR,1722997444
540,kaliua,-5.0606,31.7936,63.82,36,6,4.38,TZ,1722997445
541,pyhajarvi,67.0701,27.2176,48.97,67,9,2.91,FI,1722997446
542,mandya,12.5242,76.8958,72.28,87,100,7.07,IN,1722997448
543,hami,42.8,93.45,91.62,15,100,1.83,CN,1722997449
544,nanlong,31.3533,106.0631,87.66,70,84,3.42,CN,1722997450
545,kars,40.602,43.095,54.05,94,0,3.44,TR,1722997451
546,uberaba,-19.7483,-47.9319,73.98,46,0,6.91,BR,1722997452
547,rye,40.9807,-73.6837,73.38,88,100,9.22,US,1722997453
548,vanimo,-2.6741,141.3028,82.98,79,98,8.34,PG,1722997454
549,lamu,-2.2717,40.902,76.66,86,2,15.95,KE,1722997455
550,palapag,12.5458,125.1147,89.31,60,100,2.66,PH,1722997457
551,zheshart,62.0731,49.5733,51.67,83,96,6.15,RU,1722997458
552,aqadyr,48.2553,72.8483,75.24,36,2,5.19,KZ,1722997459
553,contamana,-7.3333,-75.0167,78.03,68,10,2.44,PE,1722997460
554,sinop,41.7711,34.8709,61.36,65,48,2.57,TR,1722997461
555,malesherbes,48.2957,2.4094,65.95,91,100,8.23,FR,1722997462
